Orthogroup	MEGAHIT-AR1_L2.36	MEGAHIT-AR2_L2.57	MEGAHIT-AR3_L2.6	MEGAHIT-AR4_L2.41	acidihalobacter_aeolianus	acidihalobacter_ferrooxydans	acidihalobacter_prosperus	acidihalobacter_yilgarnensis	acidithiobacillus_ferrooxidans	acidithiobacillus_thiooxidans	burkholderia_pseudomallei	e_coli	l_ferriphilum.gbk	leptospirillum_ferriphilum	leptospirillum_ferrooxidans	pseudomonas_aeruginosa_pao1	s_maltophilia	shewanella_oneidensis	stenotrophomonas_maltophilia
OG0010990				KPCADNOF_02468															
OG0010991				KPCADNOF_02470															
OG0010992				KPCADNOF_02477															
OG0010993				KPCADNOF_02478															
OG0010994				KPCADNOF_02481															
OG0010995				KPCADNOF_02483															
OG0010996				KPCADNOF_02495															
OG0010997				KPCADNOF_02502															
OG0010998				KPCADNOF_02504															
OG0010999				KPCADNOF_02507															
OG0011000				KPCADNOF_02513															
OG0011001				KPCADNOF_02515															
OG0011002				KPCADNOF_02519															
OG0011003				KPCADNOF_02521															
OG0011004				KPCADNOF_02539															
OG0011005				KPCADNOF_02540															
OG0011006				KPCADNOF_02555															
OG0011007				KPCADNOF_02557															
OG0011008				KPCADNOF_02560															
OG0011009				KPCADNOF_02561															
OG0011010				KPCADNOF_02564															
OG0011011				KPCADNOF_02568															
OG0011012				KPCADNOF_02569															
OG0011013				KPCADNOF_02570															
OG0011014				KPCADNOF_02576															
OG0011015				KPCADNOF_02579															
OG0011016				KPCADNOF_02583															
OG0011017				KPCADNOF_02585															
OG0011018				KPCADNOF_02586															
OG0011019				KPCADNOF_02591															
OG0011020				KPCADNOF_02592															
OG0011021				KPCADNOF_02595															
OG0011022				KPCADNOF_02596															
OG0011023				KPCADNOF_02598															
OG0011024				KPCADNOF_02599															
OG0011025				KPCADNOF_02604															
OG0011026				KPCADNOF_02607															
OG0011027				KPCADNOF_02609															
OG0011028				KPCADNOF_02610															
OG0011029				KPCADNOF_02614															
OG0011030				KPCADNOF_02618															
OG0011031				KPCADNOF_02623															
OG0011032				KPCADNOF_02624															
OG0011033				KPCADNOF_02634															
OG0011034				KPCADNOF_02640															
OG0011035				KPCADNOF_02642															
OG0011036				KPCADNOF_02648															
OG0011037				KPCADNOF_02655															
OG0011038				KPCADNOF_02664															
OG0011039				KPCADNOF_02666															
OG0011040				KPCADNOF_02669															
OG0011041				KPCADNOF_02673															
OG0011042				KPCADNOF_02686															
OG0011043				KPCADNOF_02694															
OG0011044				KPCADNOF_02698															
OG0011045				KPCADNOF_02699															
OG0011046				KPCADNOF_02702															
OG0011047				KPCADNOF_02703															
OG0011048				KPCADNOF_02704															
OG0011049				KPCADNOF_02709															
OG0011050				KPCADNOF_02716															
OG0011051				KPCADNOF_02717															
OG0011052				KPCADNOF_02730															
OG0011053				KPCADNOF_02733															
OG0011054				KPCADNOF_02734															
OG0011055				KPCADNOF_02736															
OG0011056				KPCADNOF_02738															
OG0011057				KPCADNOF_02741															
OG0011058				KPCADNOF_02744															
OG0011059				KPCADNOF_02745															
OG0011060				KPCADNOF_02751															
OG0011061				KPCADNOF_02753															
OG0011062				KPCADNOF_02757															
OG0011063				KPCADNOF_02758															
OG0011064				KPCADNOF_02760															
OG0011065				KPCADNOF_02763															
OG0011066				KPCADNOF_02778															
OG0011067				KPCADNOF_02790															
OG0011068				KPCADNOF_02792															
OG0011069				KPCADNOF_02797															
OG0011070				KPCADNOF_02806															
OG0011071				KPCADNOF_02807															
OG0011072				KPCADNOF_02809															
OG0011073				KPCADNOF_02823															
OG0011074				KPCADNOF_02827															
OG0011075				KPCADNOF_02833															
OG0011076				KPCADNOF_02836															
OG0011077				KPCADNOF_02837															
OG0011078				KPCADNOF_02840															
OG0011079				KPCADNOF_02864															
OG0011080				KPCADNOF_02865															
OG0011081				KPCADNOF_02866															
OG0011082				KPCADNOF_02868															
OG0011083				KPCADNOF_02872															
OG0011084				KPCADNOF_02875															
OG0011085				KPCADNOF_02883															
OG0011086				KPCADNOF_02885															
OG0011087				KPCADNOF_02886															
OG0011088				KPCADNOF_02887															
OG0011089				KPCADNOF_02894															
OG0011090				KPCADNOF_02896															
OG0011091				KPCADNOF_02897															
OG0011092				KPCADNOF_02898															
OG0011093				KPCADNOF_02900															
OG0011094				KPCADNOF_02901															
OG0011095				KPCADNOF_02904															
OG0011096				KPCADNOF_02906															
OG0011097				KPCADNOF_02912															
OG0011098				KPCADNOF_02913															
OG0011099				KPCADNOF_02915															
OG0011100				KPCADNOF_02917															
OG0011101				KPCADNOF_02920															
OG0011102				KPCADNOF_02921															
OG0011103				KPCADNOF_02925															
OG0011104				KPCADNOF_02926															
OG0011105				KPCADNOF_02929															
OG0011106				KPCADNOF_02930															
OG0011107				KPCADNOF_02933															
OG0011108				KPCADNOF_02934															
OG0011109				KPCADNOF_02935															
OG0011110				KPCADNOF_02938															
OG0011111				KPCADNOF_02940															
OG0011112				KPCADNOF_02941															
OG0011113				KPCADNOF_02943															
OG0011114				KPCADNOF_02947															
OG0011115				KPCADNOF_02948															
OG0011116				KPCADNOF_02949															
OG0011117				KPCADNOF_02951															
OG0011118				KPCADNOF_02953															
OG0011119				KPCADNOF_02954															
OG0011120				KPCADNOF_02955															
OG0011121				KPCADNOF_02956															
OG0011122				KPCADNOF_02957															
OG0011123				KPCADNOF_02960															
OG0011124				KPCADNOF_02964															
OG0011125				KPCADNOF_02965															
OG0011126				KPCADNOF_02966															
OG0011127				KPCADNOF_02967															
OG0011128				KPCADNOF_02968															
OG0011129				KPCADNOF_02969															
OG0011130				KPCADNOF_02971															
OG0011131				KPCADNOF_02985															
OG0011132				KPCADNOF_02986															
OG0011133				KPCADNOF_02990															
OG0011134				KPCADNOF_02996															
OG0011135				KPCADNOF_02997															
OG0011136				KPCADNOF_02998															
OG0011137				KPCADNOF_03015															
OG0011138				KPCADNOF_03016															
OG0011139				KPCADNOF_03018															
OG0011140				KPCADNOF_03019															
OG0011141				KPCADNOF_03020															
OG0011142				KPCADNOF_03022															
OG0011143				KPCADNOF_03023															
OG0011144				KPCADNOF_03025															
OG0011145				KPCADNOF_03026															
OG0011146				KPCADNOF_03028															
OG0011147				KPCADNOF_03029															
OG0011148				KPCADNOF_03034															
OG0011149				KPCADNOF_03038															
OG0011150				KPCADNOF_03047															
OG0011151				KPCADNOF_03048															
OG0011152				KPCADNOF_03049															
OG0011153				KPCADNOF_03050															
OG0011154				KPCADNOF_03055															
OG0011155				KPCADNOF_03058															
OG0011156				KPCADNOF_03063															
OG0011157				KPCADNOF_03064															
OG0011158				KPCADNOF_03067															
OG0011159				KPCADNOF_03080															
OG0011160				KPCADNOF_03095															
OG0011161				KPCADNOF_03096															
OG0011162				KPCADNOF_03107															
OG0011163				KPCADNOF_03108															
OG0011164				KPCADNOF_03109															
OG0011165				KPCADNOF_03114															
OG0011166				KPCADNOF_03115															
OG0011167				KPCADNOF_03123															
OG0011168				KPCADNOF_03125															
OG0011169				KPCADNOF_03126															
OG0011170				KPCADNOF_03128															
OG0011171				KPCADNOF_03129															
OG0011172				KPCADNOF_03134															
OG0011173				KPCADNOF_03135															
OG0011174				KPCADNOF_03137															
OG0011175				KPCADNOF_03138															
OG0011176				KPCADNOF_03141															
OG0011177				KPCADNOF_03143															
OG0011178				KPCADNOF_03146															
OG0011179				KPCADNOF_03147															
OG0011180				KPCADNOF_03148															
OG0011181				KPCADNOF_03152															
OG0011182				KPCADNOF_03157															
OG0011183				KPCADNOF_03160															
OG0011184				KPCADNOF_03163															
OG0011185				KPCADNOF_03164															
OG0011186				KPCADNOF_03165															
OG0011187				KPCADNOF_03166															
OG0011188				KPCADNOF_03168															
OG0011189				KPCADNOF_03171															
OG0011190				KPCADNOF_03172															
OG0011191				KPCADNOF_03173															
OG0011192				KPCADNOF_03174															
OG0011193				KPCADNOF_03175															
OG0011194				KPCADNOF_03186															
OG0011195				KPCADNOF_03188															
OG0011196				KPCADNOF_03189															
OG0011197				KPCADNOF_03192															
OG0011198				KPCADNOF_03195															
OG0011199				KPCADNOF_03196															
OG0011200				KPCADNOF_03198															
OG0011201				KPCADNOF_03201															
OG0011202				KPCADNOF_03203															
OG0011203				KPCADNOF_03206															
OG0011204				KPCADNOF_03207															
OG0011205				KPCADNOF_03213															
OG0011206				KPCADNOF_03224															
OG0011207				KPCADNOF_03231															
OG0011208				KPCADNOF_03233															
OG0011209				KPCADNOF_03238															
OG0011210				KPCADNOF_03245															
OG0011211				KPCADNOF_03254															
OG0011212				KPCADNOF_03255															
OG0011213				KPCADNOF_03260															
OG0011214				KPCADNOF_03262															
OG0011215				KPCADNOF_03277															
OG0011216				KPCADNOF_03281															
OG0011217				KPCADNOF_03282															
OG0011218				KPCADNOF_03283															
OG0011219				KPCADNOF_03284															
OG0011220				KPCADNOF_03285															
OG0011221				KPCADNOF_03290															
OG0011222				KPCADNOF_03296															
OG0011223				KPCADNOF_03297															
OG0011224				KPCADNOF_03298															
OG0011225				KPCADNOF_03300															
OG0011226				KPCADNOF_03302															
OG0011227				KPCADNOF_03309															
OG0011228				KPCADNOF_03317															
OG0011229				KPCADNOF_03319															
OG0011230				KPCADNOF_03328															
OG0011231				KPCADNOF_03333															
OG0011232				KPCADNOF_03334															
OG0011233				KPCADNOF_03336															
OG0011234				KPCADNOF_03345															
OG0011235				KPCADNOF_03346															
OG0011236				KPCADNOF_03358															
OG0011237				KPCADNOF_03359															
OG0011238				KPCADNOF_03364															
OG0011239				KPCADNOF_03367															
OG0011240				KPCADNOF_03372															
OG0011241				KPCADNOF_03376															
OG0011242				KPCADNOF_03377															
OG0011243				KPCADNOF_03378															
OG0011244				KPCADNOF_03382															
OG0011245				KPCADNOF_03388															
OG0011246				KPCADNOF_03394															
OG0011247				KPCADNOF_03396															
OG0011248				KPCADNOF_03397															
OG0011249				KPCADNOF_03398															
OG0011250				KPCADNOF_03399															
OG0011251				KPCADNOF_03402															
OG0011252				KPCADNOF_03405															
OG0011253				KPCADNOF_03406															
OG0011254				KPCADNOF_03419															
OG0011255				KPCADNOF_03420															
OG0011256				KPCADNOF_03427															
OG0011257				KPCADNOF_03428															
OG0011258				KPCADNOF_03429															
OG0011259				KPCADNOF_03431															
OG0011260				KPCADNOF_03438															
OG0011261				KPCADNOF_03439															
OG0011262				KPCADNOF_03441															
OG0011263				KPCADNOF_03447															
OG0011264				KPCADNOF_03454															
OG0011265				KPCADNOF_03458															
OG0011266				KPCADNOF_03462															
OG0011267				KPCADNOF_03463															
OG0011268				KPCADNOF_03476															
OG0011269				KPCADNOF_03484															
OG0011270				KPCADNOF_03485															
OG0011271				KPCADNOF_03486															
OG0011272				KPCADNOF_03487															
OG0011273				KPCADNOF_03488															
OG0011274				KPCADNOF_03491															
OG0011275				KPCADNOF_03492															
OG0011276				KPCADNOF_03498															
OG0011277				KPCADNOF_03499															
OG0011278				KPCADNOF_03500															
OG0011279				KPCADNOF_03502															
OG0011280				KPCADNOF_03505															
OG0011281				KPCADNOF_03506															
OG0011282				KPCADNOF_03509															
OG0011283				KPCADNOF_03510															
OG0011284				KPCADNOF_03511															
OG0011285				KPCADNOF_03516															
OG0011286				KPCADNOF_03518															
OG0011287				KPCADNOF_03519															
OG0011288				KPCADNOF_03520															
OG0011289				KPCADNOF_03522															
OG0011290				KPCADNOF_03524															
OG0011291				KPCADNOF_03528															
OG0011292				KPCADNOF_03531															
OG0011293				KPCADNOF_03532															
OG0011294				KPCADNOF_03538															
OG0011295				KPCADNOF_03539															
OG0011296				KPCADNOF_03540															
OG0011297				KPCADNOF_03543															
OG0011298				KPCADNOF_03546															
OG0011299				KPCADNOF_03548															
OG0011300				KPCADNOF_03550															
OG0011301				KPCADNOF_03555															
OG0011302				KPCADNOF_03556															
OG0011303				KPCADNOF_03557															
OG0011304				KPCADNOF_03558															
OG0011305				KPCADNOF_03559															
OG0011306				KPCADNOF_03562															
OG0011307				KPCADNOF_03563															
OG0011308				KPCADNOF_03569															
OG0011309				KPCADNOF_03570															
OG0011310				KPCADNOF_03571															
OG0011311				KPCADNOF_03572															
OG0011312				KPCADNOF_03573															
OG0011313				KPCADNOF_03582															
OG0011314				KPCADNOF_03586															
OG0011315				KPCADNOF_03587															
OG0011316				KPCADNOF_03589															
OG0011317				KPCADNOF_03595															
OG0011318				KPCADNOF_03602															
OG0011319				KPCADNOF_03603															
OG0011320				KPCADNOF_03604															
OG0011321				KPCADNOF_03606															
OG0011322				KPCADNOF_03614															
OG0011323				KPCADNOF_03615															
OG0011324				KPCADNOF_03616															
OG0011325				KPCADNOF_03618															
OG0011326				KPCADNOF_03619															
OG0011327				KPCADNOF_03622															
OG0011328				KPCADNOF_03624															
OG0011329				KPCADNOF_03625															
OG0011330				KPCADNOF_03631															
OG0011331				KPCADNOF_03632															
OG0011332				KPCADNOF_03633															
OG0011333				KPCADNOF_03634															
OG0011334				KPCADNOF_03637															
OG0011335				KPCADNOF_03638															
OG0011336				KPCADNOF_03641															
OG0011337				KPCADNOF_03646															
OG0011338				KPCADNOF_03648															
OG0011339				KPCADNOF_03649															
OG0011340				KPCADNOF_03650															
OG0011341				KPCADNOF_03651															
OG0011342				KPCADNOF_03661															
OG0011343				KPCADNOF_03665															
OG0011344				KPCADNOF_03667															
OG0011345				KPCADNOF_03668															
OG0011346				KPCADNOF_03669															
OG0011347				KPCADNOF_03670															
OG0011348				KPCADNOF_03671															
OG0011349				KPCADNOF_03684															
OG0011350				KPCADNOF_03697															
OG0011351				KPCADNOF_03698															
OG0011352				KPCADNOF_03699															
OG0011353				KPCADNOF_03701															
OG0011354				KPCADNOF_03704															
OG0011355				KPCADNOF_03706															
OG0011356				KPCADNOF_03707															
OG0011357				KPCADNOF_03714															
OG0011358				KPCADNOF_03715															
OG0011359				KPCADNOF_03718															
OG0011360				KPCADNOF_03721															
OG0011361				KPCADNOF_03722															
OG0011362				KPCADNOF_03742															
OG0011363				KPCADNOF_03744															
OG0011364				KPCADNOF_03746															
OG0011365				KPCADNOF_03747															
OG0011366				KPCADNOF_03755															
OG0011367				KPCADNOF_03759															
OG0011368				KPCADNOF_03761															
OG0011369				KPCADNOF_03766															
OG0011370				KPCADNOF_03770															
OG0011371				KPCADNOF_03773															
OG0011372				KPCADNOF_03777															
OG0011373				KPCADNOF_03783															
OG0011374				KPCADNOF_03784															
OG0011375				KPCADNOF_03786															
OG0011376				KPCADNOF_03798															
OG0011377				KPCADNOF_03811															
OG0011378				KPCADNOF_03814															
OG0011379				KPCADNOF_03815															
OG0011380				KPCADNOF_03820															
OG0011381				KPCADNOF_03823															
OG0011382				KPCADNOF_03824															
OG0011383				KPCADNOF_03825															
OG0011384				KPCADNOF_03826															
OG0011385				KPCADNOF_03827															
OG0011386				KPCADNOF_03829															
OG0011387				KPCADNOF_03838															
OG0011388				KPCADNOF_03840															
OG0011389				KPCADNOF_03841															
OG0011390				KPCADNOF_03845															
OG0011391				KPCADNOF_03853															
OG0011392				KPCADNOF_03865															
OG0011393				KPCADNOF_03867															
OG0011394				KPCADNOF_03868															
OG0011395				KPCADNOF_03871															
OG0011396				KPCADNOF_03872															
OG0011397				KPCADNOF_03873															
OG0011398				KPCADNOF_03876															
OG0011399				KPCADNOF_03877															
OG0011400				KPCADNOF_03879															
OG0011401				KPCADNOF_03883															
OG0011402				KPCADNOF_03884															
OG0011403				KPCADNOF_03888															
OG0011404				KPCADNOF_03890															
OG0011405					AOV15658.1														
OG0011406					AOV15674.1														
OG0011407					AOV15765.1														
OG0011408					AOV15775.1														
OG0011409					AOV15814.1														
OG0011410					AOV15820.1														
OG0011411					AOV15901.1														
OG0011412					AOV15910.1														
OG0011413					AOV15917.1														
OG0011414					AOV15973.1														
OG0011415					AOV16020.1														
OG0011416					AOV16034.1														
OG0011417					AOV16035.1														
OG0011418					AOV16038.1														
OG0011419					AOV16073.1														
OG0011420					AOV16075.1														
OG0011421					AOV16076.1														
OG0011422					AOV16083.1														
OG0011423					AOV16092.1														
OG0011424					AOV16121.1														
OG0011425					AOV16122.1														
OG0011426					AOV16194.1														
OG0011427					AOV16196.1														
OG0011428					AOV16201.1														
OG0011429					AOV16204.1														
OG0011430					AOV16206.1														
OG0011431					AOV16207.1														
OG0011432					AOV16218.1														
OG0011433					AOV16316.1														
OG0011434					AOV16333.1														
OG0011435					AOV16383.1														
OG0011436					AOV16384.1														
OG0011437					AOV16431.1														
OG0011438					AOV16452.1														
OG0011439					AOV16456.1														
OG0011440					AOV16460.1														
OG0011441					AOV16461.1														
OG0011442					AOV16485.1														
OG0011443					AOV16556.1														
OG0011444					AOV16622.1														
OG0011445					AOV16659.1														
OG0011446					AOV16660.1														
OG0011447					AOV16677.1														
OG0011448					AOV16732.1														
OG0011449					AOV16743.1														
OG0011450					AOV16763.1														
OG0011451					AOV16774.1														
OG0011452					AOV16792.1														
OG0011453					AOV16793.1														
OG0011454					AOV16795.1														
OG0011455					AOV16798.1														
OG0011456					AOV16814.1														
OG0011457					AOV16817.1														
OG0011458					AOV16818.1														
OG0011459					AOV16819.1														
OG0011460					AOV16830.1														
OG0011461					AOV16832.1														
OG0011462					AOV16837.1														
OG0011463					AOV16847.1														
OG0011464					AOV16848.1														
OG0011465					AOV16852.1														
OG0011466					AOV16854.1														
OG0011467					AOV16856.1														
OG0011468					AOV16894.1														
OG0011469					AOV16908.1														
OG0011470					AOV16916.1														
OG0011471					AOV16920.1														
OG0011472					AOV16928.1														
OG0011473					AOV16985.1														
OG0011474					AOV17021.1														
OG0011475					AOV17027.1														
OG0011476					AOV17029.1														
OG0011477					AOV17031.1														
OG0011478					AOV17032.1														
OG0011479					AOV17034.1														
OG0011480					AOV17239.1														
OG0011481					AOV17278.1														
OG0011482					AOV17298.1														
OG0011483					AOV17342.1														
OG0011484					AOV17447.1														
OG0011485					AOV17450.1														
OG0011486					AOV17452.1														
OG0011487					AOV17453.1														
OG0011488					AOV17454.1														
OG0011489					AOV17456.1														
OG0011490					AOV17458.1														
OG0011491					AOV17460.1														
OG0011492					AOV17481.1														
OG0011493					AOV17483.1														
OG0011494					AOV17616.1														
OG0011495					AOV17633.1														
OG0011496					AOV17634.1														
OG0011497					AOV17636.1														
OG0011498					AOV17641.1														
OG0011499					AOV17646.1														
OG0011500					AOV17649.1														
OG0011501					AOV17650.1														
OG0011502					AOV17722.1														
OG0011503					AOV17724.1														
OG0011504					AOV17748.1														
OG0011505					AOV17814.1														
OG0011506					AOV17816.1														
OG0011507					AOV17835.1														
OG0011508					AOV17836.1														
OG0011509					AOV17839.1														
OG0011510					AOV17841.1														
OG0011511					AOV17842.1														
OG0011512					AOV17894.1														
OG0011513					AOV17965.1														
OG0011514					AOV17966.1														
OG0011515					AOV17967.1														
OG0011516					AOV17968.1														
OG0011517					AOV17989.1														
OG0011518					AOV17992.1														
OG0011519					AOV17993.1														
OG0011520					AOV18226.1														
OG0011521					AOV18243.1														
OG0011522					AOV18250.1														
OG0011523					AOV18287.1														
OG0011524					AOV18296.1														
OG0011525					AOV18300.1														
OG0011526					AOV18326.1														
OG0011527					AOV18521.1														
OG0011528					AOV18678.1														
OG0011529					AOV18692.1														
OG0011530					AOV18693.1														
OG0011531					AOV18695.1														
OG0011532					AOV18696.1														
OG0011533					AOV18697.1														
OG0011534					AOV18699.1														
OG0011535					AOV18703.1														
OG0011536					AOV18704.1														
OG0011537					AOV18705.1														
OG0011538					AOV18706.1														
OG0011539					AOV18707.1														
OG0011540					AOV18708.1														
OG0011541					AOV18711.1														
OG0011542					AOV18712.1														
OG0011543					AOV18715.1														
OG0011544					AOV18716.1														
OG0011545					AOV18717.1														
OG0011546					AOV18718.1														
OG0011547					AOV18719.1														
OG0011548					AOV18720.1														
OG0011549					AOV18722.1														
OG0011550					AOV18723.1														
OG0011551					AOV18724.1														
OG0011552					AOV18725.1														
OG0011553					AOV18727.1														
OG0011554					AOV18728.1														
OG0011555					AOV18731.1														
OG0011556					AOV18734.1														
OG0011557					AOV18735.1														
OG0011558					AOV18741.1														
OG0011559					AOV18742.1														
OG0011560					AOV18744.1														
OG0011561					AOV18746.1														
OG0011562					AOV18747.1														
OG0011563					AOV18752.1														
OG0011564					AOV18753.1														
OG0011565					AOV18754.1														
OG0011566					AOV18756.1														
OG0011567					AOV18758.1														
OG0011568					AOV18759.1														
OG0011569					AOV18760.1														
OG0011570					AOV18761.1														
OG0011571					AOV18762.1														
OG0011572					AOV18766.1														
OG0011573					AOV18768.1														
OG0011574					AOV18769.1														
OG0011575					AOV18770.1														
OG0011576					AOV18771.1														
OG0011577					AOV18772.1														
OG0011578					AOV18773.1														
OG0011579					AOV18774.1														
OG0011580					AOV18776.1														
OG0011581					AOV18777.1														
OG0011582					AOV18778.1														
OG0011583					AOV18779.1														
OG0011584					AOV18781.1														
OG0011585					AOV18783.1														
OG0011586					AOV18784.1														
OG0011587					AOV18785.1														
OG0011588					AOV18786.1														
OG0011589					AOV18789.1														
OG0011590					AOV18790.1														
OG0011591					AOV18792.1														
OG0011592					AOV18793.1														
OG0011593					AOV18794.1														
OG0011594					AOV18796.1														
OG0011595					AOV18797.1														
OG0011596					AOV18799.1														
OG0011597					AOV18800.1														
OG0011598					AOV18801.1														
OG0011599					AOV18803.1														
OG0011600					AOV18804.1														
OG0011601					AOV18809.1														
OG0011602					AOV18811.1														
OG0011603					AOV18812.1														
OG0011604					AOV18813.1														
OG0011605					AOV18815.1														
OG0011606					AOV18816.1														
OG0011607					AOV18817.1														
OG0011608					AOV18818.1														
OG0011609					AOV18821.1														
OG0011610					AOV18825.1														
OG0011611					AOV18826.1														
OG0011612					AOV18827.1														
OG0011613					AOV18829.1														
OG0011614					AOV18830.1														
OG0011615					AOV18831.1														
OG0011616					AOV18832.1														
OG0011617					AOV18833.1														
OG0011618					AOV18834.1														
OG0011619					AOV18836.1														
OG0011620					AOV18837.1														
OG0011621					AOV18838.1														
OG0011622					AOV18839.1														
OG0011623					AOV18849.1														
OG0011624					AOV18850.1														
OG0011625						APZ41706.1													
OG0011626						APZ41716.1													
OG0011627						APZ41764.1													
OG0011628						APZ41768.1													
OG0011629						APZ41847.1													
OG0011630						APZ41871.1													
OG0011631						APZ41874.1													
OG0011632						APZ41882.1													
OG0011633						APZ41886.1													
OG0011634						APZ41946.1													
OG0011635						APZ41947.1													
OG0011636						APZ41948.1													
OG0011637						APZ41949.1													
OG0011638						APZ41961.1													
OG0011639						APZ41967.1													
OG0011640						APZ41975.1													
OG0011641						APZ41997.1													
OG0011642						APZ41998.1													
OG0011643						APZ42016.1													
OG0011644						APZ42023.1													
OG0011645						APZ42111.1													
OG0011646						APZ42152.1													
OG0011647						APZ42157.1													
OG0011648						APZ42166.1													
OG0011649						APZ42169.1													
OG0011650						APZ42196.1													
OG0011651						APZ42259.1													
OG0011652						APZ42325.1													
OG0011653						APZ42357.1													
OG0011654						APZ42358.1													
OG0011655						APZ42372.1													
OG0011656						APZ42401.1													
OG0011657						APZ42402.1													
OG0011658						APZ42403.1													
OG0011659						APZ42404.1													
OG0011660						APZ42419.1													
OG0011661						APZ42422.1													
OG0011662						APZ42431.1													
OG0011663						APZ42436.1													
OG0011664						APZ42437.1													
OG0011665						APZ42467.1													
OG0011666						APZ42469.1													
OG0011667						APZ42471.1													
OG0011668						APZ42510.1													
OG0011669						APZ42512.1													
OG0011670						APZ42515.1													
OG0011671						APZ42516.1													
OG0011672						APZ42527.1													
OG0011673						APZ42536.1													
OG0011674						APZ42537.1													
OG0011675						APZ42538.1													
OG0011676						APZ42562.1													
OG0011677						APZ42570.1													
OG0011678						APZ42577.1													
OG0011679						APZ42584.1													
OG0011680						APZ42596.1													
OG0011681						APZ42599.1													
OG0011682						APZ42602.1													
OG0011683						APZ42603.1													
OG0011684						APZ42604.1													
OG0011685						APZ42608.1													
OG0011686						APZ42609.1													
OG0011687						APZ42610.1													
OG0011688						APZ42615.1													
OG0011689						APZ42619.1													
OG0011690						APZ42625.1													
OG0011691						APZ42626.1													
OG0011692						APZ42632.1													
OG0011693						APZ42636.1													
OG0011694						APZ42644.1													
OG0011695						APZ42645.1													
OG0011696						APZ42702.1													
OG0011697						APZ42720.1													
OG0011698						APZ42727.1													
OG0011699						APZ42731.1													
OG0011700						APZ42734.1													
OG0011701						APZ42735.1													
OG0011702						APZ42820.1													
OG0011703						APZ42826.1													
OG0011704						APZ42827.1													
OG0011705						APZ42828.1													
OG0011706						APZ42846.1													
OG0011707						APZ42847.1													
OG0011708						APZ42851.1													
OG0011709						APZ42923.1													
OG0011710						APZ42927.1													
OG0011711						APZ42944.1													
OG0011712						APZ42945.1													
OG0011713						APZ42954.1													
OG0011714						APZ42961.1													
OG0011715						APZ42964.1													
OG0011716						APZ43093.1													
OG0011717						APZ43095.1													
OG0011718						APZ43111.1													
OG0011719						APZ43113.1													
OG0011720						APZ43116.1													
OG0011721						APZ43117.1													
OG0011722						APZ43120.1													
OG0011723						APZ43123.1													
OG0011724						APZ43159.1													
OG0011725						APZ43162.1													
OG0011726						APZ43167.1													
OG0011727						APZ43170.1													
OG0011728						APZ43184.1													
OG0011729						APZ43186.1													
OG0011730						APZ43191.1													
OG0011731						APZ43211.1													
OG0011732						APZ43262.1													
OG0011733						APZ43297.1													
OG0011734						APZ43298.1													
OG0011735						APZ43339.1													
OG0011736						APZ43408.1													
OG0011737						APZ43430.1													
OG0011738						APZ43453.1													
OG0011739						APZ43477.1													
OG0011740						APZ43534.1													
OG0011741						APZ43570.1													
OG0011742						APZ43607.1													
OG0011743						APZ43665.1													
OG0011744						APZ43736.1													
OG0011745						APZ43742.1													
OG0011746						APZ43760.1													
OG0011747						APZ43763.1													
OG0011748						APZ43770.1													
OG0011749						APZ43777.1													
OG0011750						APZ43778.1													
OG0011751						APZ43781.1													
OG0011752						APZ43782.1													
OG0011753						APZ43787.1													
OG0011754						APZ43794.1													
OG0011755						APZ43795.1													
OG0011756						APZ43797.1													
OG0011757						APZ43810.1													
OG0011758						APZ43816.1													
OG0011759						APZ43821.1													
OG0011760						APZ43825.1													
OG0011761						APZ43885.1													
OG0011762						APZ43894.1													
OG0011763						APZ43961.1													
OG0011764						APZ43986.1													
OG0011765						APZ43996.1													
OG0011766						APZ44001.1													
OG0011767						APZ44013.1													
OG0011768						APZ44103.1													
OG0011769						APZ44137.1													
OG0011770						APZ44139.1													
OG0011771						APZ44200.1													
OG0011772						APZ44231.1													
OG0011773						APZ44239.1													
OG0011774						APZ44263.1													
OG0011775						APZ44268.1													
OG0011776						APZ44296.1													
OG0011777						APZ44301.1													
OG0011778						APZ44302.1													
OG0011779						APZ44303.1													
OG0011780						APZ44304.1													
OG0011781						APZ44305.1													
OG0011782						APZ44333.1													
OG0011783						APZ44338.1													
OG0011784						APZ44352.1													
OG0011785						APZ44382.1													
OG0011786						APZ44416.1													
OG0011787						APZ44417.1													
OG0011788						APZ44441.1													
OG0011789						APZ44460.1													
OG0011790						APZ44466.1													
OG0011791						APZ44525.1													
OG0011792						APZ44621.1													
OG0011793						APZ44632.1													
OG0011794						APZ44649.1													
OG0011795						APZ44661.1													
OG0011796						APZ44702.1													
OG0011797						APZ44704.1													
OG0011798						APZ44708.1													
OG0011799						APZ44737.1													
OG0011800							OBS07844.1												
OG0011801							OBS07873.1												
OG0011802							OBS07880.1												
OG0011803							OBS07882.1												
OG0011804							OBS07924.1												
OG0011805							OBS07925.1												
OG0011806							OBS07926.1												
OG0011807							OBS07935.1												
OG0011808							OBS07942.1												
OG0011809							OBS07957.1												
OG0011810							OBS07984.1												
OG0011811							OBS07987.1												
OG0011812							OBS07993.1												
OG0011813							OBS08001.1												
OG0011814							OBS08002.1												
OG0011815							OBS08075.1												
OG0011816							OBS08107.1												
OG0011817							OBS08150.1												
OG0011818							OBS08199.1												
OG0011819							OBS08229.1												
OG0011820							OBS08293.1												
