Orthogroup	MEGAHIT-AR1_L2.36	MEGAHIT-AR2_L2.57	MEGAHIT-AR3_L2.6	MEGAHIT-AR4_L2.41	acidihalobacter_aeolianus	acidihalobacter_ferrooxydans	acidihalobacter_prosperus	acidihalobacter_yilgarnensis	acidithiobacillus_ferrooxidans	acidithiobacillus_thiooxidans	burkholderia_pseudomallei	e_coli	l_ferriphilum.gbk	leptospirillum_ferriphilum	leptospirillum_ferrooxidans	pseudomonas_aeruginosa_pao1	s_maltophilia	shewanella_oneidensis	stenotrophomonas_maltophilia
OG0001921	IEKBFFFE_03662	OIDPMNJM_05185	LNLMDAFO_01991	KPCADNOF_02527	AOV16145.1	APZ44247.1	OBS09662.1	AOU97015.1		WP_010637267.1	WP_004529509.1								
OG0001922		OIDPMNJM_01445			AOV17903.1	APZ42794.1	OBS09058.1	AOU98997.1	WP_012606879.1				LFTS_00567	WP_099590624.1	WP_014450447.1, WP_081495432.1				
OG0001923		OIDPMNJM_02581			AOV16701.1	APZ43599.1	OBS09737.1	AOU98394.1	WP_012537602.1	WP_010640695.1			LFTS_00583	WP_036081642.1	WP_014449966.1				
OG0001924		OIDPMNJM_03042			AOV18488.1, AOV18846.1	APZ43780.1	OBS08228.1		WP_009565613.1		WP_038742483.1		LFTS_02080	WP_014961741.1	WP_148272521.1				
OG0001925		OIDPMNJM_03261					OBS08178.1	AOU99192.1	WP_009566737.1, WP_009567105.1, WP_012537181.1, WP_012606662.1	WP_010637621.1, WP_010638526.1					WP_014448351.1				
OG0001926		OIDPMNJM_04213, OIDPMNJM_05138		KPCADNOF_02419							WP_004188420.1, WP_004525242.1	WP_000449965.1				NP_254132.1	WP_005407828.1	WP_011071852.1	WP_005407828.1
OG0001927				KPCADNOF_00127, KPCADNOF_03357, KPCADNOF_03833							WP_004197900.1, WP_004533828.1					NP_248933.1, NP_249556.1	WP_005411340.1	WP_011072057.1	WP_005411340.1
OG0001928				KPCADNOF_00250							WP_004523058.1	WP_000271909.1	LFTS_01854	WP_081938171.1	WP_014449523.1, WP_014449526.1, WP_198407995.1	NP_250180.1, NP_253832.1			
OG0001929				KPCADNOF_01111	AOV17245.1	APZ43962.1	OBS10426.1					WP_000006255.1				NP_249845.1	WP_005408380.1, WP_024958589.1		WP_005408380.1, WP_024958589.1
OG0001930				KPCADNOF_01248, KPCADNOF_03411, KPCADNOF_03412		APZ42933.1, APZ43775.1					WP_004535871.1	WP_000006900.1, WP_000568432.1, WP_001264442.1				NP_249132.1			
OG0001931				KPCADNOF_01551	AOV17008.1	APZ42425.1	OBS07879.1	AOU98828.1			WP_004537687.1, WP_004544441.1						WP_005409356.1	WP_011074043.1	WP_005409356.1
OG0001932				KPCADNOF_01626							WP_004194224.1	WP_000800512.1				NP_251821.1, NP_251871.1	WP_005409068.1, WP_012478675.1	WP_011072451.1	WP_005409068.1, WP_012478675.1
OG0001933				KPCADNOF_01629							WP_004524357.1, WP_004552800.1	WP_000690229.1, WP_000943544.1, WP_001136934.1				NP_249241.1, NP_250192.1	WP_012479393.1		WP_012479393.1
OG0001934				KPCADNOF_02055, KPCADNOF_03212					WP_012536159.1	WP_010637124.1			LFTS_00649, LFTS_01355	WP_036082790.1, WP_052157797.1	WP_014449305.1, WP_014449904.1				
OG0001935				KPCADNOF_02192							WP_004193928.1		LFTS_00294	WP_052157719.1	WP_232502549.1	NP_252885.1	WP_012480382.1	WP_011071620.1, WP_011073853.1	WP_012480382.1
OG0001936				KPCADNOF_02594							WP_004202838.1, WP_004204969.1, WP_004526008.1, WP_004552727.1	WP_001296867.1				NP_249137.1, NP_249573.1, NP_249879.1, NP_252282.1			
OG0001937				KPCADNOF_02601	AOV16592.1		OBS09871.1	AOU98539.1			WP_004198646.1					NP_248864.1	WP_005409511.1	WP_011072188.1, WP_238560594.1	WP_005409511.1
OG0001938				KPCADNOF_02728, KPCADNOF_03526							WP_004538051.1					NP_251138.1, NP_251389.1	WP_012480557.1	WP_011071259.1, WP_011074412.1, WP_011074413.1	WP_012480557.1
OG0001939				KPCADNOF_03030						WP_010636768.1	WP_004194239.1, WP_004522113.1	WP_000333176.1, WP_001207282.1				YP_008719782.1, YP_008719783.1		WP_011072554.1, WP_011072555.1	
OG0001940				KPCADNOF_03834			OBS08379.1	AOU96658.1			WP_004525865.1	WP_000818601.1				NP_250094.1, NP_252662.1	WP_005407661.1	WP_011073926.1	WP_005407661.1
OG0001941					AOV15726.1		OBS08304.1, OBS08471.1, OBS10585.1	AOU97422.1			WP_004191998.1, WP_004533598.1		LFTS_01428	WP_036082838.1		NP_250059.1			
OG0001942					AOV16231.1	APZ42302.1	OBS08431.1	AOU97086.1	WP_012537470.1	WP_029316133.1	WP_004538324.1	WP_000219687.1				NP_249278.1		WP_011072794.1	
OG0001943					AOV16232.1	APZ42301.1	OBS08432.1	AOU97087.1	WP_009561017.1	WP_010639282.1	WP_004192871.1	WP_000190854.1				NP_249277.1		WP_011072795.1	
OG0001944					AOV16665.1	APZ42689.1	OBS09778.1	AOU98434.1			WP_004521871.1	WP_000875061.1, WP_001295162.1				NP_249145.1	WP_012481430.1		WP_012481430.1
OG0001945					AOV17388.1		OBS08885.1	AOU97468.1			WP_004191066.1, WP_004524657.1	WP_001177639.1	LFTS_00763	WP_036083218.1	WP_014449817.1			WP_011070460.1	
OG0001946					AOV18144.1		OBS08202.1	AOU96779.1					LFTS_01531, LFTS_01972	WP_014961178.1	WP_014448874.1	NP_250244.1, NP_250247.1		WP_011072350.1	
OG0001947					AOV18392.1	APZ42303.1	OBS08430.1	AOU99493.1	WP_009566693.1	WP_010639287.1	WP_004192719.1	WP_001019882.1				NP_249279.1		WP_011072793.1	
OG0001948					AOV18490.1	APZ43177.1	OBS10973.1	AOU97875.1			WP_004539933.1	WP_001295836.1				NP_251546.1	WP_219630563.1	WP_011072832.1	WP_219630563.1
OG0001949						APZ42534.1, APZ43337.1, APZ43732.1	OBS07913.1	AOU97726.1	WP_049759407.1				LFTS_01070, LFTS_01095	WP_143468938.1	WP_014448751.1				
OG0001950						APZ43119.1					WP_004552773.1, WP_004552928.1	WP_001092971.1, WP_001135281.1					WP_012479883.1, WP_080047724.1	WP_011070982.1	WP_012479883.1, WP_080047724.1
OG0001951						APZ44555.1		AOU98276.1	WP_012536741.1	WP_024892642.1	WP_004522325.1	WP_000944256.1	LFTS_00990	WP_081938124.1		NP_251922.1		WP_011072773.1	
OG0001952								AOU98290.1, AOU98507.1	WP_012536123.1	WP_010637047.1, WP_010638471.1, WP_010639854.1			LFTS_00553, LFTS_01762	WP_014961456.1, WP_036081563.1					
OG0001953								AOU98508.1	WP_009562335.1, WP_009567197.1	WP_010638466.1, WP_010638470.1, WP_080570742.1			LFTS_00285	WP_023524275.1, WP_036082695.1	WP_014449563.1				
OG0001954									WP_009569871.1, WP_012537190.1	WP_010642723.1	WP_004188983.1, WP_004553196.1	WP_000709870.1	LFTS_00917, LFTS_02048	WP_036082272.1	WP_014449455.1				
OG0001955									WP_158303823.1				LFTS_01426, LFTS_01427, LFTS_01431, LFTS_02505, LFTS_02506		WP_014448285.1, WP_014449244.1, WP_014449555.1, WP_014449753.1				
OG0001956									WP_180830531.1	WP_010640762.1	WP_004191357.1	WP_000621515.1	LFTS_02102	WP_014961766.1	WP_014450046.1	NP_253419.1	WP_005409061.1		WP_005409061.1
OG0001957											WP_004192866.1, WP_004523218.1	WP_000056006.1, WP_001340618.1				NP_250780.1, NP_251046.1, NP_251288.1, NP_251290.1, NP_252134.1, NP_252643.1			
OG0001958											WP_004550500.1, WP_004552836.1, WP_004552838.1, WP_004552851.1, WP_004553407.1, WP_004553440.1, WP_004553928.1, WP_014696882.1, WP_014696883.1, WP_014696884.1								
OG0001959											WP_004551972.1, WP_038742789.1	WP_000045648.1, WP_000829013.1				NP_253498.1, NP_253570.1	WP_012481155.1	WP_011070511.1, WP_238560501.1	WP_012481155.1
OG0001960											WP_004552934.1, WP_038803061.1, WP_041860458.1	WP_000279097.1, WP_001027733.1, WP_024184299.1					WP_012478846.1, WP_012479300.1		WP_012478846.1, WP_012479300.1
OG0001961																	WP_012478974.1, WP_024957929.1, WP_044569344.1, WP_044570193.1, WP_044570359.1		WP_012478974.1, WP_024957929.1, WP_044569344.1, WP_044570193.1, WP_044570359.1
OG0001962	IEKBFFFE_00023, IEKBFFFE_00058	OIDPMNJM_00205, OIDPMNJM_00213, OIDPMNJM_04670	LNLMDAFO_00724	KPCADNOF_03370									LFTS_01801	WP_077304989.1					
OG0001963	IEKBFFFE_00024	OIDPMNJM_02896	LNLMDAFO_00690		AOV16505.1	APZ44577.1	OBS08742.1	AOU97324.1	WP_012607461.1	WP_010637310.1									
OG0001964	IEKBFFFE_00029	OIDPMNJM_02891	LNLMDAFO_00695		AOV16502.1	APZ44576.1	OBS08739.1	AOU97321.1	WP_012537246.1	WP_010637305.1									
OG0001965	IEKBFFFE_00033	OIDPMNJM_02887	LNLMDAFO_00699		AOV16499.1	APZ42771.1	OBS08736.1	AOU97319.1	WP_012537247.1	WP_010637386.1									
OG0001966	IEKBFFFE_00034	OIDPMNJM_02886	LNLMDAFO_00700		AOV16498.1	APZ42770.1	OBS08735.1	AOU97318.1	WP_009567349.1	WP_010637388.1									
OG0001967	IEKBFFFE_00089	OIDPMNJM_02486	LNLMDAFO_02684		AOV16302.1	APZ43709.1	OBS08521.1	AOU97162.1	WP_012537239.1	WP_010637338.1									
OG0001968	IEKBFFFE_00097	OIDPMNJM_02494	LNLMDAFO_02692		AOV18037.1	APZ44695.1	OBS08050.1	AOU96901.1	WP_012536244.1	WP_010636945.1									
OG0001969	IEKBFFFE_00107	OIDPMNJM_02504	LNLMDAFO_02702		AOV18040.1	APZ41865.1	OBS08055.1	AOU96897.1		WP_010643120.1		WP_000780912.1							
OG0001970	IEKBFFFE_00108	OIDPMNJM_02505	LNLMDAFO_02703		AOV18041.1	APZ41864.1	OBS08056.1	AOU96896.1	WP_009568772.1	WP_010643119.1									
OG0001971	IEKBFFFE_00172	OIDPMNJM_01133	LNLMDAFO_03185		AOV18030.1	APZ44726.1	OBS08043.1	AOU96908.1									WP_044569652.1		WP_044569652.1
OG0001972	IEKBFFFE_00181, IEKBFFFE_00689	OIDPMNJM_04197	LNLMDAFO_00101			APZ43081.1, APZ44561.1							LFTS_00547	WP_036081544.1	WP_014450407.1				
OG0001973	IEKBFFFE_00197	OIDPMNJM_00842	LNLMDAFO_01923		AOV17776.1		OBS10615.1		WP_009560705.1			WP_000081081.1, WP_000109529.1, WP_000203741.1							
OG0001974	IEKBFFFE_00223	OIDPMNJM_02026	LNLMDAFO_01595		AOV17057.1	APZ43425.1	OBS10891.1	AOU98004.1	WP_012536107.1	WP_010641460.1									
OG0001975	IEKBFFFE_00266	OIDPMNJM_01492	LNLMDAFO_01556								WP_004193694.1	WP_000958598.1				NP_250888.1, NP_252256.1		WP_011070760.1, WP_011070868.1	
OG0001976	IEKBFFFE_00289	OIDPMNJM_00224	LNLMDAFO_02886	KPCADNOF_02140	AOV17289.1	APZ42318.1	OBS10377.1	AOU97551.1, AOU98075.1											
OG0001977	IEKBFFFE_00311	OIDPMNJM_02142	LNLMDAFO_02908		AOV16666.1		OBS09777.1	AOU98433.1	WP_012536508.1	WP_010638831.1						NP_250080.1			
OG0001978	IEKBFFFE_00327	OIDPMNJM_02158	LNLMDAFO_02924		AOV16652.1	APZ43029.1	OBS09794.1	AOU98446.1								NP_250156.1		WP_011073087.1	
OG0001979	IEKBFFFE_00356	OIDPMNJM_02039	LNLMDAFO_01807		AOV17787.1		OBS10602.1		WP_012536584.1				LFTS_01171	WP_099590474.1	WP_014450560.1				
OG0001980	IEKBFFFE_00357	OIDPMNJM_02038	LNLMDAFO_01806		AOV17788.1		OBS10601.1		WP_009564607.1				LFTS_01182	WP_099590484.1	WP_014450571.1				
OG0001981	IEKBFFFE_00358	OIDPMNJM_02037	LNLMDAFO_01805		AOV17789.1		OBS10600.1		WP_012607085.1				LFTS_01176	WP_099590478.1	WP_014450565.1				
OG0001982	IEKBFFFE_00377	OIDPMNJM_04069	LNLMDAFO_01360			APZ43473.1, APZ43490.1		AOU98529.1					LFTS_00528	WP_161781717.1		NP_250928.1			
OG0001983	IEKBFFFE_00378	OIDPMNJM_04070	LNLMDAFO_01361		AOV16820.1	APZ43489.1		AOU98528.1					LFTS_00536	WP_036081519.1	WP_014450411.1				
OG0001984	IEKBFFFE_00522	OIDPMNJM_00317	LNLMDAFO_01119								WP_004552744.1							WP_011070748.1, WP_011072883.1, WP_011072918.1, WP_164925593.1, WP_238560583.1	
OG0001985	IEKBFFFE_00541, IEKBFFFE_01945	OIDPMNJM_05136, OIDPMNJM_05145	LNLMDAFO_01003, LNLMDAFO_01152		AOV16999.1			AOU96950.1	WP_009561129.1										
OG0001986	IEKBFFFE_00574	OIDPMNJM_04247	LNLMDAFO_00533		AOV16509.1	APZ43581.1	OBS08747.1	AOU99537.1				WP_000246019.1				NP_253492.1			
OG0001987	IEKBFFFE_00575	OIDPMNJM_04246	LNLMDAFO_00532			APZ42320.1				WP_080570789.1		WP_001336221.1	LFTS_02003	WP_161781721.1		NP_249442.1			
OG0001988	IEKBFFFE_00591	OIDPMNJM_01319	LNLMDAFO_00004		AOV16434.1	APZ44473.1	OBS10107.1		WP_012537350.1								WP_012480167.1		WP_012480167.1
OG0001989	IEKBFFFE_00610	OIDPMNJM_01783	LNLMDAFO_02037		AOV18629.1	APZ41981.1	OBS10248.1	AOU98940.1				WP_000531213.1				NP_251300.1			
OG0001990	IEKBFFFE_00612	OIDPMNJM_01785	LNLMDAFO_02039		AOV17808.1	APZ41983.1	OBS10250.1	AOU98942.1					LFTS_00348	WP_020859430.1					
OG0001991	IEKBFFFE_00658	OIDPMNJM_00590	LNLMDAFO_00323		AOV15834.1	APZ42862.1	OBS09427.1	AOU99291.1			WP_004185119.1, WP_004521716.1								
OG0001992	IEKBFFFE_00659	OIDPMNJM_00591	LNLMDAFO_00322	KPCADNOF_02761	AOV15833.1	APZ44591.1	OBS09428.1	AOU99292.1			WP_004524520.1								
OG0001993	IEKBFFFE_00722	OIDPMNJM_04028	LNLMDAFO_00743				OBS09170.1	AOU99787.1			WP_004527819.1						WP_012481307.1	WP_011071856.1	WP_012481307.1
OG0001994	IEKBFFFE_00768	OIDPMNJM_00101	LNLMDAFO_00409		AOV15934.1	APZ44479.1	OBS09305.1	AOU99807.1	WP_012537481.1	WP_010639361.1									
OG0001995	IEKBFFFE_00775	OIDPMNJM_00108	LNLMDAFO_00402	KPCADNOF_00955							WP_004198002.1	WP_000857405.1				NP_252383.1	WP_012481124.1		WP_012481124.1
OG0001996	IEKBFFFE_00785	OIDPMNJM_00118, OIDPMNJM_01945, OIDPMNJM_03259	LNLMDAFO_00392			APZ41846.1						WP_001259700.1					WP_005413953.1		WP_005413953.1
OG0001997	IEKBFFFE_00801	OIDPMNJM_05095	LNLMDAFO_03226			APZ44440.1	OBS08321.1	AOU99436.1				WP_000362388.1					WP_012479567.1		WP_012479567.1
OG0001998	IEKBFFFE_00804	OIDPMNJM_05098	LNLMDAFO_03223	KPCADNOF_01459	AOV18225.1		OBS08320.1	AOU96698.1			WP_004553596.1					NP_251562.1			
OG0001999	IEKBFFFE_00805	OIDPMNJM_05099	LNLMDAFO_03222		AOV18224.1	APZ41781.1	OBS08318.1	AOU96700.1				WP_000369231.1						WP_011074090.1	
OG0002000	IEKBFFFE_00857	OIDPMNJM_03935	LNLMDAFO_01202		AOV16417.1		OBS10124.1	AOU98796.1					LFTS_01328	WP_036082870.1	WP_014449583.1				
OG0002001	IEKBFFFE_00862	OIDPMNJM_03930	LNLMDAFO_01207		AOV16414.1	APZ41875.1	OBS10127.1	AOU98798.1	WP_229129747.1	WP_010640642.1									
OG0002002	IEKBFFFE_00875	OIDPMNJM_03917	LNLMDAFO_01220		AOV17999.1	APZ43074.1, APZ44136.1	OBS08010.1	AOU96941.1				WP_000829360.1							
OG0002003	IEKBFFFE_00893, IEKBFFFE_00948	OIDPMNJM_00305, OIDPMNJM_01933, OIDPMNJM_02550, OIDPMNJM_05200	LNLMDAFO_00010, LNLMDAFO_00940				OBS09693.1												
OG0002004	IEKBFFFE_00923	OIDPMNJM_02347	LNLMDAFO_00627		AOV17176.1	APZ42288.1	OBS10985.1	AOU97856.1	WP_012607164.1	WP_040429650.1									
OG0002005	IEKBFFFE_00937	OIDPMNJM_00372, OIDPMNJM_00427	LNLMDAFO_00613		AOV17824.1	APZ43519.1	OBS09005.1, OBS10264.1	AOU97788.1											
OG0002006	IEKBFFFE_00938	OIDPMNJM_00426	LNLMDAFO_00612		AOV17554.1	APZ43520.1	OBS09968.1	AOU98628.1				WP_001044880.1						WP_011071406.1	
OG0002007	IEKBFFFE_00972	OIDPMNJM_00082	LNLMDAFO_01472	KPCADNOF_01289	AOV15696.1		OBS08370.1	AOU99431.1		WP_010637977.1, WP_010641828.1									
OG0002008	IEKBFFFE_00977	OIDPMNJM_00077	LNLMDAFO_01467	KPCADNOF_03230	AOV15694.1	APZ41782.1	OBS08376.1	AOU96660.1								NP_253735.1			
OG0002009	IEKBFFFE_00984	OIDPMNJM_00070	LNLMDAFO_01460		AOV18403.1	APZ44243.1	OBS08517.1	AOU97158.1				WP_001300644.1				NP_254185.1			
OG0002010	IEKBFFFE_00994	OIDPMNJM_00060	LNLMDAFO_01450	KPCADNOF_01204		APZ44404.1	OBS08241.1	AOU96751.1			WP_004198422.1					NP_254193.1			
OG0002011	IEKBFFFE_01002	OIDPMNJM_04571	LNLMDAFO_02480		AOV18177.1	APZ43622.1	OBS08253.1	AOU96740.1			WP_004202813.1					NP_253754.1			
OG0002012	IEKBFFFE_01021	OIDPMNJM_04553	LNLMDAFO_02499		AOV18192.1	APZ44372.1	OBS08270.1	AOU96727.1	WP_009566311.1		WP_004189647.1								
OG0002013	IEKBFFFE_01086	OIDPMNJM_01544	LNLMDAFO_02153		AOV16707.1	APZ43208.1	OBS09727.1	AOU98386.1	WP_009564657.1	WP_010637614.1									
OG0002014	IEKBFFFE_01122	OIDPMNJM_02610	LNLMDAFO_02977	KPCADNOF_01918					WP_012536907.1		WP_004200889.1					NP_248985.1	WP_012480869.1		WP_012480869.1
OG0002015	IEKBFFFE_01191	OIDPMNJM_03332	LNLMDAFO_01660	KPCADNOF_01829	AOV16979.1		OBS10831.1					WP_001053305.1				NP_253347.1		WP_011073253.1	
OG0002016	IEKBFFFE_01197	OIDPMNJM_03338	LNLMDAFO_01666			APZ43288.1	OBS09350.1	AOU99230.1			WP_004523480.1, WP_004553991.1					NP_251943.1			
OG0002017	IEKBFFFE_01198	OIDPMNJM_03339	LNLMDAFO_01667			APZ43289.1	OBS09351.1	AOU99231.1			WP_004191802.1, WP_004533769.1					NP_251942.1			
OG0002018	IEKBFFFE_01199	OIDPMNJM_03340	LNLMDAFO_01668			APZ43290.1	OBS09352.1	AOU99232.1			WP_004193494.1, WP_004202259.1					NP_251940.1			
OG0002019	IEKBFFFE_01233	OIDPMNJM_03374	LNLMDAFO_01702		AOV16882.1	APZ43072.1	OBS10652.1	AOU98208.1	WP_012537052.1	WP_010638610.1									
OG0002020	IEKBFFFE_01308	OIDPMNJM_01266	LNLMDAFO_02538	KPCADNOF_01812							WP_004525361.1, WP_004554074.1					NP_249956.1, NP_251402.1, NP_252048.1			
OG0002021	IEKBFFFE_01312	OIDPMNJM_01270	LNLMDAFO_02542		AOV16745.1	APZ43083.1	OBS11019.1	AOU98351.1	WP_009569544.1	WP_010639341.1									
OG0002022	IEKBFFFE_01386	OIDPMNJM_01246	LNLMDAFO_02007		AOV17134.1	APZ44533.1	OBS10549.1	AOU97698.1	WP_012536742.1	WP_010640065.1									
OG0002023	IEKBFFFE_01404	OIDPMNJM_00272	LNLMDAFO_00670	KPCADNOF_02975	AOV18328.1		OBS09695.1	AOU97820.1			WP_004535504.1					NP_251537.1			
OG0002024	IEKBFFFE_01446	OIDPMNJM_02375	LNLMDAFO_02202		AOV18273.1	APZ42598.1, APZ44105.1	OBS09544.1	AOU99397.1								NP_253243.1			
OG0002025	IEKBFFFE_01447	OIDPMNJM_02376	LNLMDAFO_02203		AOV18274.1	APZ44106.1	OBS09545.1	AOU99398.1								NP_253242.1		WP_011073360.1	
OG0002026	IEKBFFFE_01563	OIDPMNJM_04697	LNLMDAFO_01382	KPCADNOF_00823, KPCADNOF_01929, KPCADNOF_02344		APZ42889.1, APZ43414.1						WP_000591795.1							
OG0002027	IEKBFFFE_01587	OIDPMNJM_00700	LNLMDAFO_01966	KPCADNOF_01314							WP_004186835.1, WP_004524880.1, WP_004528033.1, WP_004530659.1					NP_254074.1			
OG0002028	IEKBFFFE_01589	OIDPMNJM_02860	LNLMDAFO_01964	KPCADNOF_02242		APZ44764.1					WP_004553673.1	WP_000597466.1					WP_005413977.1		WP_005413977.1
OG0002029	IEKBFFFE_01604	OIDPMNJM_01512	LNLMDAFO_02628		AOV18376.1	APZ43406.1	OBS07966.1	AOU96979.1									WP_010481766.1		WP_010481766.1
OG0002030	IEKBFFFE_01651	OIDPMNJM_02597	LNLMDAFO_00064		AOV15676.1	APZ44449.1	OBS08398.1	AOU96640.1	WP_012536167.1	WP_010637165.1									
OG0002031	IEKBFFFE_01669	OIDPMNJM_02783, OIDPMNJM_04422	LNLMDAFO_01651			APZ44160.1			WP_009565186.1	WP_010640814.1, WP_010641631.1					WP_014450286.1				
OG0002032	IEKBFFFE_01675	OIDPMNJM_02789	LNLMDAFO_00119		AOV17625.1	APZ44471.1	OBS10053.1	AOU98729.1	WP_012536325.1	WP_010642232.1									
OG0002033	IEKBFFFE_01678	OIDPMNJM_00718									WP_004189948.1	WP_001268460.1				NP_249227.1, NP_250141.1, NP_250142.1	WP_012479190.1		WP_012479190.1
OG0002034	IEKBFFFE_01704	OIDPMNJM_04656			AOV16061.1				WP_009565787.1, WP_146235817.1						WP_014449485.1, WP_014449486.1, WP_014449738.1			WP_238560573.1	
OG0002035	IEKBFFFE_01733	OIDPMNJM_02709	LNLMDAFO_00598		AOV17712.1		OBS08612.1	AOU97241.1		WP_010636836.1, WP_010637246.1								WP_011073193.1	
OG0002036	IEKBFFFE_01756	OIDPMNJM_02541	LNLMDAFO_01642						WP_196491152.1			WP_001059892.1					WP_044569785.1	WP_011073196.1, WP_164925827.1	WP_044569785.1
OG0002037	IEKBFFFE_01763	OIDPMNJM_02534	LNLMDAFO_01635				OBS10064.1				WP_004203374.1		LFTS_00924	WP_161781728.1	WP_014449757.1	NP_254082.1			
OG0002038	IEKBFFFE_01773	OIDPMNJM_00025, OIDPMNJM_02524	LNLMDAFO_01625	KPCADNOF_00082, KPCADNOF_01719, KPCADNOF_03703							WP_004186901.1					NP_254086.1			
OG0002039	IEKBFFFE_01798	OIDPMNJM_00813	LNLMDAFO_01422		AOV15991.1	APZ41708.1	OBS09244.1	AOU99122.1				WP_000200374.1						WP_011073594.1	
OG0002040	IEKBFFFE_01804	OIDPMNJM_00819	LNLMDAFO_01428			APZ41699.1, APZ43755.1					WP_004193471.1, WP_004527748.1	WP_000776377.1				NP_250205.1			
OG0002041	IEKBFFFE_01886	OIDPMNJM_01306	LNLMDAFO_01570		AOV17488.1	APZ42181.1	OBS09888.1	AOU98555.1	WP_009565767.1	WP_010637061.1									
OG0002042	IEKBFFFE_01909	OIDPMNJM_03262, OIDPMNJM_03263, OIDPMNJM_03653	LNLMDAFO_00961		AOV16838.1	APZ42975.1		AOU97450.1, AOU99220.1											
OG0002043	IEKBFFFE_01920	OIDPMNJM_03642	LNLMDAFO_00972		AOV16537.1	APZ42103.1	OBS08789.1				WP_004541772.1	WP_000769961.1				NP_252713.1			
OG0002044	IEKBFFFE_01922	OIDPMNJM_03640	LNLMDAFO_00974		AOV16538.1	APZ42104.1	OBS08790.1				WP_004524484.1	WP_000372316.1				NP_252714.1			
OG0002045	IEKBFFFE_01967	OIDPMNJM_00889	LNLMDAFO_01174		AOV16098.1	APZ42022.1	OBS07963.1	AOU96982.1	WP_230456301.1	WP_226825934.1									
OG0002046	IEKBFFFE_01979	OIDPMNJM_00877	LNLMDAFO_01186								WP_004202513.1	WP_001335745.1				NP_253671.1, NP_254061.1	WP_005409501.1		WP_005409501.1
OG0002047	IEKBFFFE_01985	OIDPMNJM_00871	LNLMDAFO_01192	KPCADNOF_02288, KPCADNOF_03234							WP_004524302.1, WP_004528186.1					NP_252402.1, NP_254103.1			
OG0002048	IEKBFFFE_02002	OIDPMNJM_03309	LNLMDAFO_03384			APZ43217.1					WP_004538373.1					NP_251640.1	WP_012479931.1	WP_011071921.1	WP_012479931.1
OG0002049	IEKBFFFE_02060	OIDPMNJM_03564	LNLMDAFO_02459		AOV18269.1	APZ44768.1	OBS09539.1	AOU99393.1	WP_009569361.1	WP_010640364.1									
OG0002050	IEKBFFFE_02095	OIDPMNJM_03991	LNLMDAFO_00922		AOV15967.1	APZ44037.1	OBS09265.1	AOU99143.1								NP_250432.1		WP_011072730.1	
OG0002051	IEKBFFFE_02106	OIDPMNJM_03980	LNLMDAFO_00911		AOV15702.1	APZ44029.1	OBS08364.1	AOU96666.1			WP_004189573.1							WP_011073005.1	
OG0002052	IEKBFFFE_02133	OIDPMNJM_01454	LNLMDAFO_02292	KPCADNOF_00220		APZ43456.1	OBS10437.1, OBS10438.1	AOU99596.1								NP_250687.1			
OG0002053	IEKBFFFE_02150	OIDPMNJM_01470	LNLMDAFO_02308		AOV16937.1	APZ42680.1	OBS10727.1	AOU98131.1	WP_012537123.1	WP_010640393.1									
OG0002054	IEKBFFFE_02222	OIDPMNJM_01957	LNLMDAFO_01050		AOV17168.1	APZ44206.1	OBS10511.1	AOU97662.1	WP_012537534.1	WP_010638146.1									
OG0002055	IEKBFFFE_02283	OIDPMNJM_01725	LNLMDAFO_00564		AOV18457.1	APZ42996.1	OBS09834.1	AOU98480.1								NP_249784.1		WP_011073120.1	
OG0002056	IEKBFFFE_02348	OIDPMNJM_02843	LNLMDAFO_03005		AOV18354.1	APZ41741.1	OBS09245.1	AOU99123.1			WP_004185810.1					NP_253580.1			
OG0002057	IEKBFFFE_02349	OIDPMNJM_02842	LNLMDAFO_03006		AOV15990.1	APZ41774.1	OBS09246.1	AOU99798.1			WP_004533998.1					NP_253579.1			
OG0002058	IEKBFFFE_02350	OIDPMNJM_02841	LNLMDAFO_03007		AOV15989.1	APZ44456.1	OBS09247.1	AOU99797.1			WP_004532248.1					NP_253578.1			
OG0002059	IEKBFFFE_02354	OIDPMNJM_02837	LNLMDAFO_03011		AOV15946.1	APZ41771.1	OBS09294.1	AOU99165.1			WP_004544015.1					NP_253554.1			
OG0002060	IEKBFFFE_02356	OIDPMNJM_02835	LNLMDAFO_03013		AOV18345.1	APZ41769.1	OBS09296.1	AOU99167.1			WP_004186513.1					NP_253552.1			
OG0002061	IEKBFFFE_02357	OIDPMNJM_02834	LNLMDAFO_03014		AOV15944.1	APZ44328.1	OBS09297.1	AOU99168.1			WP_004185533.1					NP_253551.1			
OG0002062	IEKBFFFE_02405	OIDPMNJM_01980	LNLMDAFO_02991		AOV17803.1	APZ44221.1	OBS10244.1	AOU98936.1	WP_012537680.1	WP_010642488.1									
OG0002063	IEKBFFFE_02406	OIDPMNJM_01981	LNLMDAFO_02990		AOV17802.1	APZ44222.1		AOU98935.1								NP_254202.1	WP_005408844.1		WP_005408844.1
OG0002064	IEKBFFFE_02442	OIDPMNJM_03831, OIDPMNJM_03954	LNLMDAFO_00479	KPCADNOF_03073	AOV18104.1	APZ41969.1	OBS08141.1	AOU96832.1											
OG0002065	IEKBFFFE_02477	OIDPMNJM_01357, OIDPMNJM_03866	LNLMDAFO_00444		AOV18113.1	APZ42706.1	OBS08153.1	AOU96823.1										WP_011074168.1	
